,hashtags,symbols,user_mentions,urls,id,id_str,indices,media_url,media_url_https,url,display_url,expanded_url,type,sizes.thumb.w,sizes.thumb.h,sizes.thumb.resize,sizes.medium.w,sizes.medium.h,sizes.medium.resize,sizes.small.w,sizes.small.h,sizes.small.resize,sizes.large.w,sizes.large.h,sizes.large.resize,tweet_id
1815,,[],,,669000387991502850,669000387991502850,"[110, 133]",http://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg,https://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg,https://t.co/ixcuUYCbdD,pic.twitter.com/ixcuUYCbdD,https://twitter.com/dog_rates/status/669000397445533696/photo/1,photo,150,150,crop,756,961,fit,535,680,fit,756,961,fit,669000397445533696
1816,,[],,,668994907227430913,668994907227430913,"[117, 140]",http://pbs.twimg.com/media/CUi_UtnWIAEtfqz.jpg,https://pbs.twimg.com/media/CUi_UtnWIAEtfqz.jpg,https://t.co/w5oYFXi0uh,pic.twitter.com/w5oYFXi0uh,https://twitter.com/dog_rates/status/668994913074286592/photo/1,photo,150,150,crop,1000,1024,fit,664,680,fit,1000,1024,fit,668994913074286592
1817,,[],,,668992356952199169,668992356952199169,"[116, 139]",http://pbs.twimg.com/media/CUi9ARGWUAEyWqo.jpg,https://pbs.twimg.com/media/CUi9ARGWUAEyWqo.jpg,https://t.co/tiVuq6MNwl,pic.twitter.com/tiVuq6MNwl,https://twitter.com/dog_rates/status/668992363537309700/photo/1,photo,150,150,crop,728,500,fit,680,467,fit,728,500,fit,668992363537309700
1818,,[],,,668989611830435842,668989611830435842,"[117, 140]",http://pbs.twimg.com/media/CUi6geuUYAIvE9n.jpg,https://pbs.twimg.com/media/CUi6geuUYAIvE9n.jpg,https://t.co/1zBp1moFlX,pic.twitter.com/1zBp1moFlX,https://twitter.com/dog_rates/status/668989615043424256/photo/1,photo,150,150,crop,625,781,fit,544,680,fit,625,781,fit,668989615043424256
1819,,[],,,668988176392986624,668988176392986624,"[116, 139]",http://pbs.twimg.com/media/CUi5M7TXIAAY0gj.jpg,https://pbs.twimg.com/media/CUi5M7TXIAAY0gj.jpg,https://t.co/bMhs18elNF,pic.twitter.com/bMhs18elNF,https://twitter.com/dog_rates/status/668988183816871936/photo/1,photo,150,150,crop,1024,812,fit,680,539,fit,1024,812,fit,668988183816871936
1820,,[],,,668986015319760896,668986015319760896,"[117, 140]",http://pbs.twimg.com/media/CUi3PIrWoAAPvPT.jpg,https://pbs.twimg.com/media/CUi3PIrWoAAPvPT.jpg,https://t.co/j0Wpa42KCH,pic.twitter.com/j0Wpa42KCH,https://twitter.com/dog_rates/status/668986018524233728/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,668986018524233728
1821,,[],,,668981889504514048,668981889504514048,"[115, 138]",http://pbs.twimg.com/media/CUize-0WEAAerAK.jpg,https://pbs.twimg.com/media/CUize-0WEAAerAK.jpg,https://t.co/0EJXxE9UxW,pic.twitter.com/0EJXxE9UxW,https://twitter.com/dog_rates/status/668981893510119424/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,668981893510119424
1822,,[],,,668979801907175424,668979801907175424,"[116, 139]",http://pbs.twimg.com/media/CUixld6WoAArDrJ.jpg,https://pbs.twimg.com/media/CUixld6WoAArDrJ.jpg,https://t.co/uxdOfblUB0,pic.twitter.com/uxdOfblUB0,https://twitter.com/dog_rates/status/668979806671884288/photo/1,photo,150,150,crop,749,750,fit,679,680,fit,749,750,fit,668979806671884288
1823,,[],,,668975674691067905,668975674691067905,"[111, 134]",http://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,https://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,https://t.co/LqAMlFVBoY,pic.twitter.com/LqAMlFVBoY,https://twitter.com/dog_rates/status/668975677807423489/photo/1,photo,150,150,crop,750,744,fit,680,675,fit,750,744,fit,668975677807423489
1824,,[],,,668960082093297664,668960082093297664,"[121, 144]",http://pbs.twimg.com/media/CUifpn4WUAAS5X3.jpg,https://pbs.twimg.com/media/CUifpn4WUAAS5X3.jpg,https://t.co/952hUV6RiK,pic.twitter.com/952hUV6RiK,https://twitter.com/dog_rates/status/668960084974809088/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,668960084974809088
1825,,[],,,668955705479593984,668955705479593984,"[117, 140]",http://pbs.twimg.com/media/CUibq3uVAAAup_O.jpg,https://pbs.twimg.com/media/CUibq3uVAAAup_O.jpg,https://t.co/Dmy2mY2Qj5,pic.twitter.com/Dmy2mY2Qj5,https://twitter.com/dog_rates/status/668955713004314625/photo/1,photo,150,150,crop,640,615,fit,640,615,fit,640,615,fit,668955713004314625
1826,,[],,,668932892672851968,668932892672851968,"[117, 140]",http://pbs.twimg.com/media/CUiG6_ZXAAAPaw_.jpg,https://pbs.twimg.com/media/CUiG6_ZXAAAPaw_.jpg,https://t.co/rcrKkL7eB6,pic.twitter.com/rcrKkL7eB6,https://twitter.com/dog_rates/status/668932921458302977/photo/1,photo,150,150,crop,1014,899,fit,680,603,fit,1014,899,fit,668932921458302977
1827,,[],,,668902988186910720,668902988186910720,"[102, 125]",http://pbs.twimg.com/media/CUhruUgUAAAa8FQ.jpg,https://pbs.twimg.com/media/CUhruUgUAAAa8FQ.jpg,https://t.co/UqCvpSgMJe,pic.twitter.com/UqCvpSgMJe,https://twitter.com/dog_rates/status/668902994700836864/photo/1,photo,150,150,crop,1023,595,fit,680,396,fit,1023,595,fit,668902994700836864
1828,,[],,,668892467224252416,668892467224252416,"[116, 139]",http://pbs.twimg.com/media/CUhiJ63WEAAw2qm.jpg,https://pbs.twimg.com/media/CUhiJ63WEAAw2qm.jpg,https://t.co/HyDpTU5Jhj,pic.twitter.com/HyDpTU5Jhj,https://twitter.com/dog_rates/status/668892474547511297/photo/1,photo,150,150,crop,750,555,fit,680,503,fit,750,555,fit,668892474547511297
1829,,[],,,668872643173613568,668872643173613568,"[113, 136]",http://pbs.twimg.com/media/CUhQIAhXAAA2j7u.jpg,https://pbs.twimg.com/media/CUhQIAhXAAA2j7u.jpg,https://t.co/up0MHRxelf,pic.twitter.com/up0MHRxelf,https://twitter.com/dog_rates/status/668872652652679168/photo/1,photo,150,150,crop,743,1023,fit,494,680,fit,743,1023,fit,668872652652679168
1830,,[],,,668852165096677376,668852165096677376,"[121, 144]",http://pbs.twimg.com/media/CUg9gBvWoAAmx-2.jpg,https://pbs.twimg.com/media/CUg9gBvWoAAmx-2.jpg,https://t.co/OmxouCZ8IY,pic.twitter.com/OmxouCZ8IY,https://twitter.com/dog_rates/status/668852170888998912/photo/1,photo,150,150,crop,575,575,fit,575,575,fit,575,575,fit,668852170888998912
1831,,[],,,668826075678572544,668826075678572544,"[116, 139]",http://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg,https://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg,https://t.co/Ko7eCsFpnI,pic.twitter.com/Ko7eCsFpnI,https://twitter.com/dog_rates/status/668826086256599040/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,668826086256599040
1832,,[],,,668815173491302400,668815173491302400,"[114, 137]",http://pbs.twimg.com/media/CUgb21RXIAAlff7.jpg,https://pbs.twimg.com/media/CUgb21RXIAAlff7.jpg,https://t.co/IGmVbz07tZ,pic.twitter.com/IGmVbz07tZ,https://twitter.com/dog_rates/status/668815180734689280/photo/1,photo,150,150,crop,640,677,fit,640,677,fit,640,677,fit,668815180734689280
1833,,[],,,668779392961761281,668779392961761281,"[100, 123]",http://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg,https://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg,https://t.co/YVAJgWHzPW,pic.twitter.com/YVAJgWHzPW,https://twitter.com/dog_rates/status/668779399630725120/photo/1,photo,150,150,crop,749,713,fit,680,647,fit,749,713,fit,668779399630725120
1834,,[],,,668655136865181697,668655136865181697,"[89, 112]",http://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg,https://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg,https://t.co/mwnBN6ZkPt,pic.twitter.com/mwnBN6ZkPt,https://twitter.com/dog_rates/status/668655139528511488/photo/1,photo,150,150,crop,577,1024,fit,383,680,fit,577,1024,fit,668655139528511488
1835,,[],,,668645502213357568,668645502213357568,"[85, 108]",http://pbs.twimg.com/media/CUeBiqgXAAARLbj.jpg,https://pbs.twimg.com/media/CUeBiqgXAAARLbj.jpg,https://t.co/70X1TIXn38,pic.twitter.com/70X1TIXn38,https://twitter.com/dog_rates/status/668645506898350081/photo/1,photo,150,150,crop,463,930,fit,339,680,fit,463,930,fit,668645506898350081
1836,,[],,,668643538813472768,668643538813472768,"[117, 140]",http://pbs.twimg.com/media/CUd_wYRWUAAZsKr.jpg,https://pbs.twimg.com/media/CUd_wYRWUAAZsKr.jpg,https://t.co/IiSdmhkC5N,pic.twitter.com/IiSdmhkC5N,https://twitter.com/dog_rates/status/668643542311546881/photo/1,photo,150,150,crop,850,923,fit,626,680,fit,850,923,fit,668643542311546881
1837,,[],,,668641105580281856,668641105580281856,"[40, 63]",http://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg,https://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg,https://t.co/pKJK23j0QZ,pic.twitter.com/pKJK23j0QZ,https://twitter.com/dog_rates/status/668641109086707712/photo/1,photo,150,150,crop,750,991,fit,515,680,fit,750,991,fit,668641109086707712
1838,,[],,,668636660645675008,668636660645675008,"[116, 139]",http://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,https://t.co/EM5fDykrJg,pic.twitter.com/EM5fDykrJg,https://twitter.com/dog_rates/status/668636665813057536/photo/1,photo,150,150,crop,577,577,fit,577,577,fit,577,577,fit,668636665813057536
1839,,[],,,668633404238229504,668633404238229504,"[40, 63]",http://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,https://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,https://t.co/k8P6FZlzAG,pic.twitter.com/k8P6FZlzAG,https://twitter.com/dog_rates/status/668633411083464705/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,668633411083464705
1840,,[],,,668631373981331456,668631373981331456,"[112, 135]",http://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,https://t.co/fvVNScw8VH,pic.twitter.com/fvVNScw8VH,https://twitter.com/dog_rates/status/668631377374486528/photo/1,photo,150,150,crop,575,758,fit,516,680,fit,575,758,fit,668631377374486528
1841,,[],,,668627275181633536,668627275181633536,"[121, 144]",http://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,https://t.co/3FuNbzyPwo,pic.twitter.com/3FuNbzyPwo,https://twitter.com/dog_rates/status/668627278264475648/photo/1,photo,150,150,crop,768,942,fit,554,680,fit,768,942,fit,668627278264475648
1842,,[],,,668625572470366208,668625572470366208,"[62, 85]",http://pbs.twimg.com/media/CUdvambWoAA007z.jpg,https://pbs.twimg.com/media/CUdvambWoAA007z.jpg,https://t.co/0zBycaxyvs,pic.twitter.com/0zBycaxyvs,https://twitter.com/dog_rates/status/668625577880875008/photo/1,photo,150,150,crop,959,540,fit,680,383,fit,959,540,fit,668625577880875008
1843,,[],,,668623188582989824,668623188582989824,"[74, 97]",http://pbs.twimg.com/media/CUdtP1wUAAAzwKY.jpg,https://pbs.twimg.com/media/CUdtP1wUAAAzwKY.jpg,https://t.co/TIhVKEIPqj,pic.twitter.com/TIhVKEIPqj,https://twitter.com/dog_rates/status/668623201287675904/photo/1,photo,150,150,crop,720,960,fit,510,680,fit,720,960,fit,668623201287675904
1844,,[],,,668620231833702400,668620231833702400,"[121, 144]",http://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg,https://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg,https://t.co/AGyogHtmXx,pic.twitter.com/AGyogHtmXx,https://twitter.com/dog_rates/status/668620235289837568/photo/1,photo,150,150,crop,731,1024,fit,485,680,fit,731,1024,fit,668620235289837568
1845,,[],,,668614813715664896,668614813715664896,"[116, 139]",http://pbs.twimg.com/media/CUdloW8WEAAxB_Y.jpg,https://pbs.twimg.com/media/CUdloW8WEAAxB_Y.jpg,https://t.co/2Su7gmsnZm,pic.twitter.com/2Su7gmsnZm,https://twitter.com/dog_rates/status/668614819948453888/photo/1,photo,150,150,crop,496,407,fit,496,407,fit,496,407,fit,668614819948453888
1846,,[],,,668567813263630345,668567813263630345,"[59, 82]",http://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,https://t.co/81kzPgqjQ3,pic.twitter.com/81kzPgqjQ3,https://twitter.com/dog_rates/status/668567822092664832/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,668567822092664832
1847,,[],,,668544740393136128,668544740393136128,"[117, 140]",http://pbs.twimg.com/media/CUcl5jeWsAA6ufS.jpg,https://pbs.twimg.com/media/CUcl5jeWsAA6ufS.jpg,https://t.co/ALNyYuGui7,pic.twitter.com/ALNyYuGui7,https://twitter.com/dog_rates/status/668544745690562560/photo/1,photo,150,150,crop,400,400,fit,400,400,fit,400,400,fit,668544745690562560
1848,,[],,,668542328894803968,668542328894803968,"[117, 140]",http://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg,https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg,https://t.co/VvYVbsi6c3,pic.twitter.com/VvYVbsi6c3,https://twitter.com/dog_rates/status/668542336805281792/photo/1,photo,150,150,crop,639,591,fit,639,591,fit,639,591,fit,668542336805281792
1849,,[],,,668537830625423360,668537830625423360,"[121, 144]",http://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,https://t.co/stEodX9Aba,pic.twitter.com/stEodX9Aba,https://twitter.com/dog_rates/status/668537837512433665/photo/1,photo,150,150,crop,750,728,fit,680,660,fit,750,728,fit,668537837512433665
1850,,[],,,668528764805074944,668528764805074944,"[116, 139]",http://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,https://t.co/zpdBQCcYgW,pic.twitter.com/zpdBQCcYgW,https://twitter.com/dog_rates/status/668528771708952576/photo/1,photo,150,150,crop,750,723,fit,680,656,fit,750,723,fit,668528771708952576
1851,,[],,,668507502464626688,668507502464626688,"[115, 138]",http://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,https://t.co/HvNg9JWxFt,pic.twitter.com/HvNg9JWxFt,https://twitter.com/dog_rates/status/668507509523615744/photo/1,photo,150,150,crop,640,621,fit,640,621,fit,640,621,fit,668507509523615744
1852,,[],,,668496995305287680,668496995305287680,"[116, 139]",http://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,https://t.co/Edy7B5vOp2,pic.twitter.com/Edy7B5vOp2,https://twitter.com/dog_rates/status/668496999348633600/photo/1,photo,150,150,crop,452,638,fit,452,638,fit,452,638,fit,668496999348633600
1853,,[],,,668484190623674369,668484190623674369,"[114, 137]",http://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,https://t.co/uXgmECGYEB,pic.twitter.com/uXgmECGYEB,https://twitter.com/dog_rates/status/668484198282485761/photo/1,photo,150,150,crop,640,742,fit,587,680,fit,640,742,fit,668484198282485761
1854,,[],,,668480037449003009,668480037449003009,"[115, 138]",http://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,https://t.co/be3zMW0Qj5,pic.twitter.com/be3zMW0Qj5,https://twitter.com/dog_rates/status/668480044826800133/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,668480044826800133
1855,,[],,,668466896245792768,668466896245792768,"[112, 135]",http://pbs.twimg.com/media/CUbfGbbWoAApZth.jpg,https://pbs.twimg.com/media/CUbfGbbWoAApZth.jpg,https://t.co/YOHe6lf09m,pic.twitter.com/YOHe6lf09m,https://twitter.com/dog_rates/status/668466899341221888/photo/1,photo,150,150,crop,577,420,fit,577,420,fit,577,420,fit,668466899341221888
1856,,[],,,668297325815717888,668297325815717888,"[117, 140]",http://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,https://t.co/P8bivfp5sU,pic.twitter.com/P8bivfp5sU,https://twitter.com/dog_rates/status/668297328638447616/photo/1,photo,150,150,crop,634,420,fit,634,420,fit,634,420,fit,668297328638447616
1857,,[],,,668291994352017409,668291994352017409,"[37, 60]",http://pbs.twimg.com/media/CUZABzGW4AE5F0k.jpg,https://pbs.twimg.com/media/CUZABzGW4AE5F0k.jpg,https://t.co/fM0KXns7Or,pic.twitter.com/fM0KXns7Or,https://twitter.com/dog_rates/status/668291999406125056/photo/1,photo,150,150,crop,577,1024,fit,383,680,fit,577,1024,fit,668291999406125056
1858,,[],,,668286272272769024,668286272272769024,"[114, 137]",http://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,https://t.co/C8U6cxI1Jc,pic.twitter.com/C8U6cxI1Jc,https://twitter.com/dog_rates/status/668286279830867968/photo/1,photo,150,150,crop,1024,768,fit,680,510,fit,1024,768,fit,668286279830867968
1859,,[],,,668274241842860032,668274241842860032,"[117, 140]",http://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,https://t.co/3j9kZRcpVB,pic.twitter.com/3j9kZRcpVB,https://twitter.com/dog_rates/status/668274247790391296/photo/1,photo,150,150,crop,768,1024,fit,510,680,fit,768,1024,fit,668274247790391296
1860,,[],,,668268894449078272,668268894449078272,"[115, 138]",http://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,https://t.co/aeZykWwiJN,pic.twitter.com/aeZykWwiJN,https://twitter.com/dog_rates/status/668268907921326080/photo/1,photo,150,150,crop,1024,768,fit,680,510,fit,1024,768,fit,668268907921326080
1861,,[],,,668256315861504000,668256315861504000,"[115, 138]",http://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,https://t.co/L6qAEV5PAd,pic.twitter.com/L6qAEV5PAd,https://twitter.com/dog_rates/status/668256321989451776/photo/1,photo,150,150,crop,736,609,fit,680,563,fit,736,609,fit,668256321989451776
1862,,[],,,668248467379257344,668248467379257344,"[109, 132]",http://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,https://t.co/1XYRh8N00K,pic.twitter.com/1XYRh8N00K,https://twitter.com/dog_rates/status/668248472370458624/photo/1,photo,150,150,crop,575,1024,fit,382,680,fit,575,1024,fit,668248472370458624
1863,,[],,,668237637640183808,668237637640183808,"[117, 140]",http://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,https://t.co/TnSRDqYO5i,pic.twitter.com/TnSRDqYO5i,https://twitter.com/dog_rates/status/668237644992782336/photo/1,photo,150,150,crop,540,720,fit,510,680,fit,540,720,fit,668237644992782336
1864,,[],,,668226088657682437,668226088657682437,"[61, 84]",http://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,https://t.co/jWVwSppaa2,pic.twitter.com/jWVwSppaa2,https://twitter.com/dog_rates/status/668226093875376128/photo/1,photo,150,150,crop,476,1024,fit,316,680,fit,476,1024,fit,668226093875376128
1865,,[],,,668221234145046534,668221234145046534,"[120, 143]",http://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,https://t.co/4pw1QQ6udh,pic.twitter.com/4pw1QQ6udh,https://twitter.com/dog_rates/status/668221241640230912/photo/1,photo,150,150,crop,640,640,fit,640,640,fit,640,640,fit,668221241640230912
1866,,[],,,668204958722990080,668204958722990080,"[76, 99]",http://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,https://t.co/4ilfcR5SlK,pic.twitter.com/4ilfcR5SlK,https://twitter.com/dog_rates/status/668204964695683073/photo/1,photo,150,150,crop,575,572,fit,575,572,fit,575,572,fit,668204964695683073
1867,,[],,,668190675914129409,668190675914129409,"[88, 111]",http://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,https://t.co/2wm0POA9N2,pic.twitter.com/2wm0POA9N2,https://twitter.com/dog_rates/status/668190681446379520/photo/1,photo,150,150,crop,1024,768,fit,680,510,fit,1024,768,fit,668190681446379520
1868,,[],,,668171855484870656,668171855484870656,"[106, 129]",http://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,https://t.co/XpseHBlAAb,pic.twitter.com/XpseHBlAAb,https://twitter.com/dog_rates/status/668171859951755264/photo/1,photo,150,150,crop,577,1024,fit,383,680,fit,577,1024,fit,668171859951755264
1869,,[],,,668154632372383744,668154632372383744,"[116, 139]",http://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,https://t.co/79sHR36NsI,pic.twitter.com/79sHR36NsI,https://twitter.com/dog_rates/status/668154635664932864/photo/1,photo,150,150,crop,306,460,fit,306,460,fit,306,460,fit,668154635664932864
1870,,[],,,668142344458383360,668142344458383360,"[117, 140]",http://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,https://t.co/DnhUw0aBM2,pic.twitter.com/DnhUw0aBM2,https://twitter.com/dog_rates/status/668142349051129856/photo/1,photo,150,150,crop,640,480,fit,640,480,fit,640,480,fit,668142349051129856
1871,,[],,,668113012746776577,668113012746776577,"[109, 132]",http://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,https://t.co/GCJzm3YsfX,pic.twitter.com/GCJzm3YsfX,https://twitter.com/dog_rates/status/668113020489474048/photo/1,photo,150,150,crop,600,616,fit,600,616,fit,600,616,fit,668113020489474048
1872,,[],,,667937091314171904,667937091314171904,"[115, 138]",http://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,https://t.co/x89NSCEZCq,pic.twitter.com/x89NSCEZCq,https://twitter.com/dog_rates/status/667937095915278337/photo/1,photo,150,150,crop,590,443,fit,590,443,fit,590,443,fit,667937095915278337
1873,,[],,,667924892227104768,667924892227104768,"[116, 139]",http://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,https://t.co/fW6kIPFGD2,pic.twitter.com/fW6kIPFGD2,https://twitter.com/dog_rates/status/667924896115245057/photo/1,photo,150,150,crop,640,480,fit,640,480,fit,640,480,fit,667924896115245057
1874,,[],,,667915448932003840,667915448932003840,"[115, 138]",http://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,https://t.co/tIaaBIMlJN,pic.twitter.com/tIaaBIMlJN,https://twitter.com/dog_rates/status/667915453470232577/photo/1,photo,150,150,crop,342,583,fit,342,583,fit,342,583,fit,667915453470232577
1875,,[],,,667911422597287936,667911422597287936,"[115, 138]",http://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,https://t.co/SyMoWrp368,pic.twitter.com/SyMoWrp368,https://twitter.com/dog_rates/status/667911425562669056/photo/1,photo,150,150,crop,630,350,fit,630,350,fit,630,350,fit,667911425562669056
1876,,[],,,667902444320530432,667902444320530432,"[114, 137]",http://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,https://t.co/sJeHdGUt0W,pic.twitter.com/sJeHdGUt0W,https://twitter.com/dog_rates/status/667902449697558528/photo/1,photo,150,150,crop,493,496,fit,493,496,fit,493,496,fit,667902449697558528
1877,,[],,,667886917715943426,667886917715943426,"[116, 139]",http://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,https://t.co/MT7Q4aDQS1,pic.twitter.com/MT7Q4aDQS1,https://twitter.com/dog_rates/status/667886921285246976/photo/1,photo,150,150,crop,600,800,fit,510,680,fit,600,800,fit,667886921285246976
1878,,[],,,667885029767446528,667885029767446528,"[94, 117]",http://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,https://t.co/7rkYZQdKEd,pic.twitter.com/7rkYZQdKEd,https://twitter.com/dog_rates/status/667885044254572545/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,667885044254572545
1879,,[],,,667878737548046337,667878737548046337,"[116, 139]",http://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,https://t.co/LvP1TTYSCN,pic.twitter.com/LvP1TTYSCN,https://twitter.com/dog_rates/status/667878741721415682/photo/1,photo,150,150,crop,576,1024,fit,383,680,fit,576,1024,fit,667878741721415682
1880,,[],,,667873836067659776,667873836067659776,"[112, 135]",http://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,https://t.co/ODqrL3zXYE,pic.twitter.com/ODqrL3zXYE,https://twitter.com/dog_rates/status/667873844930215936/photo/1,photo,150,150,crop,1024,576,fit,680,383,fit,1024,576,fit,667873844930215936
1881,,[],,,667866720170852352,667866720170852352,"[117, 140]",http://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,https://t.co/SBmWbfAg6X,pic.twitter.com/SBmWbfAg6X,https://twitter.com/dog_rates/status/667866724293877760/photo/1,photo,150,150,crop,575,751,fit,521,680,fit,575,751,fit,667866724293877760
1882,,[],,,667861335531630593,667861335531630593,"[117, 140]",http://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,https://t.co/J4GnJ5Swba,pic.twitter.com/J4GnJ5Swba,https://twitter.com/dog_rates/status/667861340749471744/photo/1,photo,150,150,crop,236,354,fit,236,354,fit,236,354,fit,667861340749471744
1883,,[],,,667832472072282112,667832472072282112,"[89, 112]",http://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,https://t.co/z1xPTgVLc7,pic.twitter.com/z1xPTgVLc7,https://twitter.com/dog_rates/status/667832474953625600/photo/1,photo,150,150,crop,960,960,fit,680,680,fit,960,960,fit,667832474953625600
